,text,root
194,"I've seen a few pro choice people in my feed stating that even though they are pro choice, they agreed Roe vs Wade was unconstitutional and power should go to the people/states. Thank you for your honesty!",March_for_life
195,"Coffee is bewed, Roe V Wade is down, abortion is effectively illegal throughout TX where we live-yes, 3 income streams  I was counting on have either dried up or been cut in 1/2[thanks, creepy Joe], and I have to get a root canal next wk. But I'm still feelin' fine. :)",March_for_life
196,Maybe u lefties screaming about your precious Roe being overturned can practice what we big people call self-control. Don't keep opening your legs to every human with certain male anatomy and u won't have to worry about trying to have an abortion now,March_for_life
197,"🧵Useful info from a friend:
 
I never expected in my life time to see Roe v. Wade overturned. Am still stunned and inexpressibly sad. 

Yet I think this is the time to act and mobilize. Suspect w/some strategic &amp; consistent actions, we can collectively make a big difference. 1/7",NARAL
198,"Question for those who follow/know #SCOTUS - I realize the futility of bringing rights-based cases forward to this current configuration, but is that one thing that has to happen? That is, does there have to be a Roe v Wade 2.0?",NARAL
199,"Finally Roe v. Wade has been overturned.
Great news for the US. Many lives will be saved.
Congratulations! 
And my deeply held respect to the supreme court.",March_for_life
200,"PLANNED Parenthood closes last South Dakota facility, making the Mount Rushmore State ABORTION-FREE.",March_for_life
201,"The thing is, if men could get pregnant, there would be abortion pills at every damn gas station.",NARAL
202,"So basically what happened is a small, very wealthy group of religious extremists used Republican elected officials to purchase  SCOTUS so it could do its bidding:

1. Overturn Roe
2. End gay marriage
3. Take away right to birth control

We watched and let it happen.
#RoeVWade",NARAL
203,Telling women to “be peaceful” in the wake of the obliteration of #Roe is the most misogynistic and American thing of all time. #NoChoiceNoPeace #RoevWade #BansOffOurBodies,NARAL
204,"Praise the Lord 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥
ROE V WADE Overturned!!!!
🔥🔥🔥🔥🔥♥️♥️♥️♥️♥️♥️🔥🔥🔥🔥🔥🔥🔥♥️♥️♥️♥️🔥🔥🔥🔥🔥🔥♥️♥️♥️🔥🔥🔥♥️♥️♥️🔥🔥🔥

Thank you Jesus!!!!

I know demons are screaming today.",March_for_life
205,Democrats haven’t been this mad since Abraham Lincoln freed the slaves 😂😂 #RoeVWade,March_for_life
206,"SCOTUS this week: 

- Only states can regulate abortion 
- States can’t regulate firearms
- The Environmental Protection Agency can’t protect the environment 
-  States have power over Indian Country
- Miranda rights aren’t *really* necessary

What an unmitigated disaster.",NARAL
207,Incoming: David French and the conservative case to codify abortion,March_for_life
208,"the right's response to denying abortion to the 10 year old rape victim  in OH seems to be just saying it's the fault of the left for wanting people to have access to abortion.

They're aren't saying it's a good policy, nor are they offering to try to fix it.",NARAL
209,The most extreme tactics historically used by the anti-abortion movement are going to be reciprocated. #RoeVsWade,NARAL
210,"""If abortion is illegal, the streets will run red with blood of girls using coat-hangers for back-alley abortions.""

Sounds an awful lot like

""If slavery becomes illegal, all plantations will end and the American economy will collapse.""

Just Democrats and their false arguments",March_for_life
211,"Roe v Wade lasted 18,050 days! Good riddance to bad rubbish!",March_for_life
212,"Abortion is not healthcare.
#cancel_εκτρωσεις",March_for_life
213,"The CA Nurse-Midwives Foundation will continue to fight for sexual and reproductive rights as well as equitable access to abortion care. We will support expansion of these services for those who live in areas where their basic human rights have been, or will be taken away.",NARAL
214,I GUARANTEE that everyone knows someone who has had an abortion. that person will see your reaction to this news.,NARAL
215,"ohio's abortion funds:
@WHOohio 
@aggiefund
@PretermCLE 

setting up monthly donations is one of the most important and impactful actions you can take right now.",NARAL
216,"If the punishment for being conceived is death, is an unborn child entitled to due process?

What are your thoughts?",March_for_life
217,Happy Seventh Day!! GOODBYE #RoeVsWade #RoeVWade,March_for_life
218,"#RoeVsWade is DEAD. This is a historic day. Babies in at least 13 (and likely more in the future) states will now have the right to live, the most fundamental right there is. Praise G-d. #RoeVsWade #Dobbs #SupremeCourt #AbortionIsNotHealthcare #Abortion #AbortionIsGenocide",March_for_life
219,"Nothing says I'm hypocritical more than, I'm in Black Lives Matters, yet I'm good killing any baby at any age . Also they aren't a baby til after birth?! They're just a clump of cells? It's like the idiots on tv that say they're a Catholic,but ok with abortion.",March_for_life
220,"One of six women have been or will be raped and the GOP could care less. Rape is not prejudice, qwhite white Republican women will suffer as well. I am sorry for that one percent, lives will be destroyed and anti-abortion laws needs to be Voted against again! 💔😢",NARAL
221,I wonder if #Liberal women realize there are  men who support abortion NOT for the woman’s sake but because it gets them out of child support or for some gets rid of evidence of incest rape etc!! 🤔 #ProLife #responsibility #SaveAmerica #VoteRed #MAGA,March_for_life
222,Blame me for voting for Donald J. Trump who got Supreme Court justices that overturned Roe V Wade. Then come look for trouble. I’m your huckleberry.,March_for_life
223,Praise God Roe vs Wade over turned.,March_for_life
224,"What would Our Lady say about a Pope who gives the Body of Christ to politicians who campaign for, fund and encourage abortion. The Apostles? Thomas Aquinas? Catherine of Siena? Gianna Molla? Francis of Assisi? Elizabeth Ann Seton? Don Bosco?",March_for_life
225,I know 100% that there are people in the Republican party that are deciding to leave after the decision to overrun Roe V Wade happened in May &amp; ending protections last Friday. Most of people who are happy about it don't know how important it is to have access to abortion 💯,NARAL
226,I don’t think there will be rioting on the scale of the 2020 Democrat antifa BLM riots. The left cares more about free shit and turning the USA into a communist country more than they care about abortion,March_for_life
